iShares Core S&P 500 ETF
Fund Holdings as of,"21/May/2026"
Inception Date,"15/May/2000"
Shares Outstanding,"1’110’900’000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","6’055’418’386.80","0.73","6’055’418’386.80","51’230’274.00","118.20","United States","NASDAQ","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","6’045’593’958.90","0.73","6’045’593’958.90","5’755’242.00","1’050.45","United States","NASDAQ","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","5’275’754’876.70","0.64","5’275’754’876.70","10’559’535.00","499.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","5’224’280’679.75","0.63","5’224’280’679.75","6’033’005.00","865.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","4’915’512’888.00","0.59","4’915’512’888.00","22’916’144.00","214.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","4’893’780’314.72","0.59","4’893’780’314.72","16’191’703.00","302.24","United States","NASDAQ","USD","1.00","USD","-"
"NFLX","NETFLIX INC","Communication","Equity","4’888’732’875.70","0.59","4’888’732’875.70","54’745’049.00","89.30","United States","NASDAQ","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","4’642’531’094.73","0.56","4’642’531’094.73","24’305’173.00","191.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","4’492’315’952.88","0.54","4’492’315’952.88","11’745’231.00","382.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAC","BANK OF AMERICA CORP","Financials","Equity","4’430’000’282.21","0.53","4’430’000’282.21","86’036’129.00","51.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","4’398’147’661.60","0.53","4’398’147’661.60","10’291’435.00","427.36","United States","NASDAQ","USD","1.00","USD","-"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","4’321’114’072.80","0.52","4’321’114’072.80","30’133’292.00","143.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORCL","ORACLE CORP","Information Technology","Equity","4’172’439’780.25","0.50","4’172’439’780.25","21’986’825.00","189.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GE","GE AEROSPACE","Industrials","Equity","4’103’637’559.36","0.50","4’103’637’559.36","13’599’011.00","301.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KO","COCA-COLA","Consumer Staples","Equity","4’074’540’653.06","0.49","4’074’540’653.06","50’197’618.00","81.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","4’070’076’471.39","0.49","4’070’076’471.39","29’618’866.00","137.41","United States","NASDAQ","USD","1.00","USD","-"
"HD","HOME DEPOT INC","Consumer Discretionary","Equity","4’050’235’841.52","0.49","4’050’235’841.52","12’907’884.00","313.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","3’842’897’277.51","0.46","3’842’897’277.51","3’888’903.00","988.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","3’803’899’066.74","0.46","3’803’899’066.74","20’184’119.00","188.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","3’729’272’408.96","0.45","3’729’272’408.96","32’182’192.00","115.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","3’647’838’797.82","0.44","3’647’838’797.82","3’494’701.00","1’043.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","3’511’283’139.31","0.42","3’511’283’139.31","11’767’429.00","298.39","United States","NASDAQ","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","3’130’991’234.16","0.38","3’130’991’234.16","1’699’612.00","1’842.18","United States","NASDAQ","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","3’127’802’609.85","0.38","3’127’802’609.85","15’599’235.00","200.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","3’115’131’151.09","0.38","3’115’131’151.09","6’054’559.00","514.51","United States","NASDAQ","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","3’065’975’403.49","0.37","3’065’975’403.49","12’119’917.00","252.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","3’062’809’945.86","0.37","3’062’809’945.86","17’404’307.00","175.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","3’044’312’208.08","0.37","3’044’312’208.08","40’098’949.00","75.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","2’952’495’978.73","0.36","2’952’495’978.73","13’834’853.00","213.41","United States","NASDAQ","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","2’951’525’031.84","0.36","2’951’525’031.84","1’913’791.00","1’542.24","United States","NASDAQ","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","2’837’267’567.64","0.34","2’837’267’567.64","22’658’262.00","125.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","2’649’999’903.32","0.32","2’649’999’903.32","10’477’621.00","252.92","United States","NASDAQ","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","2’639’312’852.40","0.32","2’639’312’852.40","54’678’120.00","48.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","2’637’643’732.10","0.32","2’637’643’732.10","17’720’146.00","148.85","United States","NASDAQ","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","2’624’088’849.46","0.32","2’624’088’849.46","9’233’897.00","284.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","2’434’196’649.69","0.29","2’434’196’649.69","6’335’589.00","384.21","United States","NASDAQ","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","2’421’932’883.13","0.29","2’421’932’883.13","27’003’377.00","89.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","2’379’202’147.48","0.29","2’379’202’147.48","22’969’706.00","103.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","2’355’853’955.46","0.28","2’355’853’955.46","6’981’963.00","337.42","United States","NASDAQ","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","2’300’116’158.48","0.28","2’300’116’158.48","90’770’172.00","25.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","2’291’592’669.66","0.28","2’291’592’669.66","2’827’521.00","810.46","United States","NASDAQ","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","2’267’173’953.52","0.27","2’267’173’953.52","14’398’412.00","157.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","2’236’253’931.62","0.27","2’236’253’931.62","10’182’842.00","219.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","2’189’075’397.84","0.26","2’189’075’397.84","4’871’432.00","449.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","2’150’605’113.20","0.26","2’150’605’113.20","6’944’156.00","309.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","2’142’033’209.64","0.26","2’142’033’209.64","12’149’244.00","176.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","2’138’486’429.82","0.26","2’138’486’429.82","4’396’017.00","486.46","United States","NASDAQ","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","2’118’876’531.53","0.26","2’118’876’531.53","3’268’711.00","648.23","United States","NASDAQ","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","2’099’321’919.00","0.25","2’099’321’919.00","16’086’758.00","130.50","United States","NASDAQ","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","2’042’275’452.00","0.25","2’042’275’452.00","7’693’925.00","265.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","2’025’110’556.60","0.24","2’025’110’556.60","4’604’617.00","439.80","United States","NASDAQ","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","1’990’123’070.00","0.24","1’990’123’070.00","1’870’856.00","1’063.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","1’990’042’403.40","0.24","1’990’042’403.40","15’938’190.00","124.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","1’989’472’401.54","0.24","1’989’472’401.54","13’389’006.00","148.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","1’978’897’176.92","0.24","1’978’897’176.92","22’546’396.00","87.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","1’964’334’671.44","0.24","1’964’334’671.44","26’685’704.00","73.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","1’958’059’547.55","0.24","1’958’059’547.55","21’657’555.00","90.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","1’954’265’151.05","0.24","1’954’265’151.05","9’047’105.00","216.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","1’942’520’123.88","0.23","1’942’520’123.88","10’123’092.00","191.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","1’921’309’158.15","0.23","1’921’309’158.15","5’036’065.00","381.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","1’915’013’299.25","0.23","1’915’013’299.25","15’885’635.00","120.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","1’913’072’950.95","0.23","1’913’072’950.95","73’721’501.00","25.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","1’842’334’580.40","0.22","1’842’334’580.40","8’232’058.00","223.80","United States","NASDAQ","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","1’743’197’476.41","0.21","1’743’197’476.41","12’052’807.00","144.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","1’736’834’903.35","0.21","1’736’834’903.35","3’268’721.00","531.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","1’707’318’824.33","0.21","1’707’318’824.33","3’513’797.00","485.89","United States","NASDAQ","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","1’668’446’819.20","0.20","1’668’446’819.20","10’448’690.00","159.68","United States","NASDAQ","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","1’649’479’449.10","0.20","1’649’479’449.10","3’967’670.00","415.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","1’604’361’098.34","0.19","1’604’361’098.34","21’765’854.00","73.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","1’604’128’356.60","0.19","1’604’128’356.60","4’960’199.00","323.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","1’581’287’500.77","0.19","1’581’287’500.77","7’273’297.00","217.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","1’572’427’516.20","0.19","1’572’427’516.20","26’405’164.00","59.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CB","CHUBB","Financials","Equity","1’557’521’021.70","0.19","1’557’521’021.70","4’716’045.00","330.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","1’539’374’991.20","0.19","1’539’374’991.20","16’495’660.00","93.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","1’538’237’204.01","0.19","1’538’237’204.01","14’772’277.00","104.13","United States","NASDAQ","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","1’532’807’643.57","0.18","1’532’807’643.57","14’149’429.00","108.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","1’512’902’072.52","0.18","1’512’902’072.52","8’105’122.00","186.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","1’512’056’995.34","0.18","1’512’056’995.34","7’599’422.00","198.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","1’427’802’427.32","0.17","1’427’802’427.32","3’293’358.00","433.54","United States","NASDAQ","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","1’419’067’670.79","0.17","1’419’067’670.79","7’978’117.00","177.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","1’415’204’147.05","0.17","1’415’204’147.05","1’636’585.00","864.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","1’413’936’181.73","0.17","1’413’936’181.73","8’157’481.00","173.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","1’400’022’970.50","0.17","1’400’022’970.50","4’465’783.00","313.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","1’386’108’922.59","0.17","1’386’108’922.59","1’933’449.00","716.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","1’373’842’374.80","0.17","1’373’842’374.80","1’273’940.00","1’078.42","United States","NASDAQ","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","1’372’443’991.70","0.17","1’372’443’991.70","2’625’230.00","522.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","1’352’569’030.62","0.16","1’352’569’030.62","4’675’478.00","289.29","United States","NASDAQ","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","1’352’055’394.62","0.16","1’352’055’394.62","13’562’598.00","99.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","1’351’071’430.92","0.16","1’351’071’430.92","5’198’628.00","259.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","1’345’471’453.76","0.16","1’345’471’453.76","14’277’074.00","94.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","1’299’253’494.80","0.16","1’299’253’494.80","5’322’628.00","244.10","United States","NASDAQ","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","1’299’063’379.80","0.16","1’299’063’379.80","16’622’692.00","78.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","1’284’632’795.60","0.16","1’284’632’795.60","2’869’790.00","447.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","1’265’149’440.92","0.15","1’265’149’440.92","3’529’402.00","358.46","United States","NASDAQ","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","1’256’976’449.08","0.15","1’256’976’449.08","10’083’238.00","124.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","1’250’219’154.16","0.15","1’250’219’154.16","2’480’692.00","503.98","United States","NASDAQ","USD","1.00","USD","-"
"BNY","BANK OF NEW YORK MELLON CORP","Financials","Equity","1’240’225’415.62","0.15","1’240’225’415.62","8’923’769.00","138.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","1’227’488’191.92","0.15","1’227’488’191.92","15’834’471.00","77.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","1’217’290’914.00","0.15","1’217’290’914.00","1’588’116.00","766.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","1’172’775’823.60","0.14","1’172’775’823.60","6’143’404.00","190.90","United States","NASDAQ","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","1’166’913’186.12","0.14","1’166’913’186.12","46’527’639.00","25.08","United States","NASDAQ","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","1’161’141’927.51","0.14","1’161’141’927.51","18’634’921.00","62.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","1’154’919’267.23","0.14","1’154’919’267.23","4’040’581.00","285.83","United States","NASDAQ","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","1’151’026’337.76","0.14","1’151’026’337.76","9’707’568.00","118.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","1’148’950’614.22","0.14","1’148’950’614.22","5’220’723.00","220.07","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","1’144’379’480.24","0.14","1’144’379’480.24","1’791’508.00","638.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","1’143’612’861.54","0.14","1’143’612’861.54","5’237’042.00","218.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","1’115’546’805.36","0.13","1’115’546’805.36","6’070’012.00","183.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","1’115’550’622.74","0.13","1’115’550’622.74","2’861’707.00","389.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","1’115’474’194.48","0.13","1’115’474’194.48","7’363’352.00","151.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","1’114’550’319.54","0.13","1’114’550’319.54","3’290’574.00","338.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLB","SLB NV","Energy","Equity","1’109’999’983.50","0.13","1’109’999’983.50","19’388’646.00","57.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","1’107’931’897.32","0.13","1’107’931’897.32","3’608’076.00","307.07","United States","NASDAQ","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","1’106’701’968.60","0.13","1’106’701’968.60","24’111’154.00","45.90","United States","NASDAQ","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","1’099’651’835.04","0.13","1’099’651’835.04","20’154’909.00","54.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","1’098’939’350.25","0.13","1’098’939’350.25","19’229’035.00","57.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","1’090’778’210.46","0.13","1’090’778’210.46","2’804’706.00","388.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","1’075’100’757.60","0.13","1’075’100’757.60","7’936’080.00","135.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","1’072’465’782.99","0.13","1’072’465’782.99","1’826’313.00","587.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","1’061’040’307.78","0.13","1’061’040’307.78","8’195’893.00","129.46","United States","NASDAQ","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","1’056’720’764.16","0.13","1’056’720’764.16","2’851’686.00","370.56","United States","NASDAQ","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","1’047’674’728.75","0.13","1’047’674’728.75","4’811’365.00","217.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRSH","MARSH INC","Financials","Equity","1’036’499’189.76","0.13","1’036’499’189.76","6’277’248.00","165.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","1’035’305’658.80","0.12","1’035’305’658.80","6’829’193.00","151.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","1’022’161’795.50","0.12","1’022’161’795.50","16’620’517.00","61.50","United States","NASDAQ","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","1’008’004’585.86","0.12","1’008’004’585.86","10’916’229.00","92.34","United States","NASDAQ","USD","1.00","USD","01/Jan/1970"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","985’946’548.75","0.12","985’946’548.75","631’511.00","1’561.25","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","984’816’971.76","0.12","984’816’971.76","7’035’412.00","139.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","983’009’285.20","0.12","983’009’285.20","7’286’948.00","134.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","976’950’288.10","0.12","976’950’288.10","3’263’245.00","299.38","United States","NASDAQ","USD","1.00","USD","-"
