iShares Core S&P 500 ETF
Fund Holdings as of,"26/May/2026"
Inception Date,"15/May/2000"
Shares Outstanding,"1’109’100’000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","2’386’248’408.00","0.29","2’386’248’408.00","2’821’425.00","845.76","United States","NASDAQ","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","2’367’185’242.72","0.28","2’367’185’242.72","22’920’074.00","103.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","2’361’730’038.85","0.28","2’361’730’038.85","26’945’009.00","87.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","2’340’457’362.54","0.28","2’340’457’362.54","6’966’891.00","335.94","United States","NASDAQ","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","2’301’384’045.45","0.28","2’301’384’045.45","4’386’513.00","524.65","United States","NASDAQ","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","2’283’970’952.76","0.27","2’283’970’952.76","14’367’308.00","158.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","2’266’162’580.88","0.27","2’266’162’580.88","90’574’044.00","25.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","2’224’211’816.20","0.27","2’224’211’816.20","10’160’858.00","218.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","2’219’524’000.56","0.27","2’219’524’000.56","15’903’726.00","139.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","2’190’364’415.25","0.26","2’190’364’415.25","3’261’655.00","671.55","United States","NASDAQ","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","2’178’567’125.60","0.26","2’178’567’125.60","4’860’920.00","448.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","2’170’984’691.04","0.26","2’170’984’691.04","12’122’988.00","179.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","2’153’019’895.04","0.26","2’153’019’895.04","6’929’132.00","310.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","2’146’634’762.38","0.26","2’146’634’762.38","16’052’006.00","133.73","United States","NASDAQ","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","2’111’023’396.62","0.25","2’111’023’396.62","13’360’062.00","158.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","2’081’320’638.70","0.25","2’081’320’638.70","7’677’317.00","271.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","2’025’796’378.97","0.24","2’025’796’378.97","5’025’169.00","403.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","2’011’316’177.60","0.24","2’011’316’177.60","1’866’824.00","1’077.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","2’006’221’511.84","0.24","2’006’221’511.84","4’594’681.00","436.64","United States","NASDAQ","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","1’981’553’188.68","0.24","1’981’553’188.68","10’101’204.00","196.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","1’969’183’625.97","0.24","1’969’183’625.97","9’027’569.00","218.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","1’949’873’578.92","0.23","1’949’873’578.92","22’497’676.00","86.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","1’932’001’497.00","0.23","1’932’001’497.00","21’610’755.00","89.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","1’903’406’010.00","0.23","1’903’406’010.00","8’214’250.00","231.72","United States","NASDAQ","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","1’901’582’585.65","0.23","1’901’582’585.65","73’562’189.00","25.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","1’867’159’286.72","0.22","1’867’159’286.72","26’628’056.00","70.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","1’847’787’789.55","0.22","1’847’787’789.55","15’851’315.00","116.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","1’803’034’973.12","0.22","1’803’034’973.12","3’506’213.00","514.24","United States","NASDAQ","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","1’767’209’616.42","0.21","1’767’209’616.42","12’026’743.00","146.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","1’725’812’184.80","0.21","1’725’812’184.80","3’261’665.00","529.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","1’702’587’029.00","0.20","1’702’587’029.00","10’426’130.00","163.30","United States","NASDAQ","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","1’633’040’493.44","0.20","1’633’040’493.44","3’959’078.00","412.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","1’603’190’925.45","0.19","1’603’190’925.45","4’949’495.00","323.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","1’575’805’183.33","0.19","1’575’805’183.33","14’118’853.00","111.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","1’571’790’569.18","0.19","1’571’790’569.18","21’718’814.00","72.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","1’539’192’020.08","0.18","1’539’192’020.08","7’257’601.00","212.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CB","CHUBB","Financials","Equity","1’531’525’066.05","0.18","1’531’525’066.05","4’705’869.00","325.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","1’528’979’778.76","0.18","1’528’979’778.76","26’348’092.00","58.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","1’507’690’764.84","0.18","1’507’690’764.84","8’087’602.00","186.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","1’507’349’932.68","0.18","1’507’349’932.68","7’583’006.00","198.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","1’494’967’006.94","0.18","1’494’967’006.94","14’740’357.00","101.42","United States","NASDAQ","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","1’493’415’437.08","0.18","1’493’415’437.08","16’459’996.00","90.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","1’432’576’706.22","0.17","1’432’576’706.22","3’286’254.00","435.93","United States","NASDAQ","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","1’431’867’835.14","0.17","1’431’867’835.14","1’929’273.00","742.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","1’417’521’634.99","0.17","1’417’521’634.99","1’633’033.00","868.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","1’409’076’645.00","0.17","1’409’076’645.00","7’960’885.00","177.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","1’406’650’070.65","0.17","1’406’650’070.65","8’139’865.00","172.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","1’395’966’721.40","0.17","1’395’966’721.40","2’619’566.00","532.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","1’394’770’255.00","0.17","1’394’770’255.00","4’456’135.00","313.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","1’369’887’566.52","0.16","1’369’887’566.52","1’271’204.00","1’077.63","United States","NASDAQ","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","1’358’527’138.44","0.16","1’358’527’138.44","5’187’396.00","261.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","1’352’244’338.40","0.16","1’352’244’338.40","13’533’270.00","99.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","1’344’435’697.50","0.16","1’344’435’697.50","3’521’770.00","381.75","United States","NASDAQ","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","1’340’425’898.90","0.16","1’340’425’898.90","14’246’210.00","94.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","1’323’204’920.96","0.16","1’323’204’920.96","2’475’316.00","534.56","United States","NASDAQ","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","1’321’350’025.14","0.16","1’321’350’025.14","2’863’598.00","461.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","1’318’161’550.92","0.16","1’318’161’550.92","4’665’398.00","282.54","United States","NASDAQ","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","1’287’134’748.80","0.15","1’287’134’748.80","16’586’788.00","77.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","1’277’268’362.92","0.15","1’277’268’362.92","5’311’108.00","240.49","United States","NASDAQ","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","1’257’378’906.62","0.15","1’257’378’906.62","10’061’446.00","124.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BNY","BANK OF NEW YORK MELLON CORP","Financials","Equity","1’255’975’916.65","0.15","1’255’975’916.65","8’904’473.00","141.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","1’215’883’496.65","0.15","1’215’883’496.65","4’031’845.00","301.57","United States","NASDAQ","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","1’206’190’855.98","0.14","1’206’190’855.98","15’800’247.00","76.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","1’196’751’609.64","0.14","1’196’751’609.64","18’594’649.00","64.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","1’195’470’875.00","0.14","1’195’470’875.00","1’787’620.00","668.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","1’195’503’715.20","0.14","1’195’503’715.20","1’584’708.00","754.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","1’173’031’074.60","0.14","1’173’031’074.60","3’844’995.00","305.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","1’171’524’939.88","0.14","1’171’524’939.88","6’130’108.00","191.11","United States","NASDAQ","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","1’167’641’036.85","0.14","1’167’641’036.85","46’427’079.00","25.15","United States","NASDAQ","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","1’153’889’908.34","0.14","1’153’889’908.34","5’225’714.00","220.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","1’144’180’247.04","0.14","1’144’180’247.04","9’686’592.00","118.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","1’137’481’879.05","0.14","1’137’481’879.05","5’209’443.00","218.35","United States","NASDAQ","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","1’131’615’100.80","0.14","1’131’615’100.80","3’283’470.00","344.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLB","SLB NV","Energy","Equity","1’121’724’101.16","0.13","1’121’724’101.16","19’346’742.00","57.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","1’121’393’439.14","0.13","1’121’393’439.14","24’059’074.00","46.61","United States","NASDAQ","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","1’120’225’134.60","0.13","1’120’225’134.60","6’056’908.00","184.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","1’119’463’200.00","0.13","1’119’463’200.00","2’798’658.00","400.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","1’110’550’017.06","0.13","1’110’550’017.06","20’111’373.00","55.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","1’110’394’327.68","0.13","1’110’394’327.68","7’918’944.00","140.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","1’107’511’492.75","0.13","1’107’511’492.75","2’855’515.00","387.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","1’106’821’976.96","0.13","1’106’821’976.96","7’347’464.00","150.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","1’105’965’597.88","0.13","1’105’965’597.88","19’187’467.00","57.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","1’097’781’681.03","0.13","1’097’781’681.03","1’822’377.00","602.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","1’095’751’305.00","0.13","1’095’751’305.00","3’600’300.00","304.35","United States","NASDAQ","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","1’095’549’126.76","0.13","1’095’549’126.76","8’178’181.00","133.96","United States","NASDAQ","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","1’083’236’394.63","0.13","1’083’236’394.63","3’256’189.00","332.67","United States","NASDAQ","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","1’063’692’055.02","0.13","1’063’692’055.02","2’845’542.00","373.81","United States","NASDAQ","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","1’049’630’811.71","0.13","1’049’630’811.71","6’814’457.00","154.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","1’047’955’117.66","0.13","1’047’955’117.66","630’167.00","1’662.98","United States","NASDAQ","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","1’034’508’490.52","0.12","1’034’508’490.52","4’800’949.00","215.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","1’025’021’627.88","0.12","1’025’021’627.88","7’271’204.00","140.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","1’015’641’700.12","0.12","1’015’641’700.12","16’584’613.00","61.24","United States","NASDAQ","USD","1.00","USD","-"
"MRSH","MARSH INC","Financials","Equity","1’014’525’658.08","0.12","1’014’525’658.08","6’263’664.00","161.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","982’083’466.36","0.12","982’083’466.36","4’184’777.00","234.68","United States","NASDAQ","USD","1.00","USD","-"
